P001_WB01_00250 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P001_WE12_00323 	Cyperaceae;Carex	Hypericaceae;Hypericum	Hypericaceae;Hypericum	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WF01_00148 	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum
P001_WF01_00218 	Equisetaceae;Equisetum	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
P001_WF06_00015 	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WF06_00028 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia	Orobanchaceae;Euphrasia
P001_WF11_00109 	Apiaceae;Seseli	Apiaceae;Angelica	Apiaceae;Peucedanum	Apiaceae;Ligusticum	Apiaceae;Carum	Apiaceae;Tilingia
P001_WF11_00110 	Apiaceae;Seseli	Apiaceae;Heracleum	Apiaceae;Chaerophyllum	Apiaceae;Tilingia	Apiaceae;Ligusticum	Apiaceae;Peucedanum
P001_WG02_00070 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00312 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00327 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Trollius	Cyperaceae;Carex
P001_WG03_00015 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P001_WG03_00016 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P001_WG03_00123 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Trollius	Cyperaceae;Carex
P001_WG03_00152 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WG03_00326 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P001_WH01_00120 	Celastraceae;Parnassia	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P001_WH01_00121 	Celastraceae;Parnassia	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WB05_00014 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WB05_00015 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WB11_00117 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WB11_00118 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WC01_00159 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00221 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WC01_00222 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WD01_00129 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00230 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WD01_00231 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WE07_00065 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Minuartia
P002_WE07_00231 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WF01_00216 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WF01_00239 	Poaceae;Calamagrostis	Asteraceae;Carthamus	Poaceae;Calamagrostis	Asteraceae;Saussurea	Asteraceae;Saussurea	Asteraceae;Cirsium
P002_WF04_00058 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WF04_00059 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WG02_00024 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Oxytropis	Fabaceae;Oxytropis	Fabaceae;Trifolium
P002_WG02_00119 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P002_WG10_00121 	Saxifragaceae;Saxifraga	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Brassicaceae;Draba	Saxifragaceae;Saxifraga
P002_WG10_00122 	Saxifragaceae;Saxifraga	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Brassicaceae;Draba	Saxifragaceae;Saxifraga
P002_WH03_00112 	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Cruciata	Rubiaceae;Galium	Caprifoliaceae;Patrinia	Apiaceae;Peucedanum
P002_WH03_00113 	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Cruciata	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula
P002_WH12_00060 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WH12_00061 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P003_WB02_00088 	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Cruciata	Rubiaceae;Galium	Plantaginaceae;Pennellianthus	Lentibulariaceae;Pinguicula
P003_WB02_00089 	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Cruciata	Caprifoliaceae;Patrinia	Apiaceae;Peucedanum
P003_WC07_00069 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WC07_00220 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Asteraceae;Taraxacum	Brassicaceae;Cardamine	Brassicaceae;Cardamine
P003_WC12_00239 	Juncaceae;Luzula	Asteraceae;Diplostephium	Asteraceae;Aster	Asteraceae;Aster	Asteraceae;Solidago	Asteraceae;Erigeron
P003_WC12_00249 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WD12_00165 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WD12_00179 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WE01_00020 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WE01_00021 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WE10_00108 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P003_WE10_00109 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WE11_00004 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula
P003_WE11_00014 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
P003_WE12_00050 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WE12_00134 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Rosaceae;Spiraea	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia
P003_WF01_00131 	Onagraceae;Epilobium	Onagraceae;Epilobium	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P003_WF01_00318 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00319 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00324 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
P003_WF11_00179 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Rosaceae;Spiraea	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia
P003_WF11_00194 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WG02_00218 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Pulsatilla	Selaginellaceae;Selaginella
P003_WG02_00320 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
P003_WG02_00401 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Sieversia
P003_WG07_00128 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P003_WG07_00129 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WG08_00003 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG08_00098 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Asteraceae;Taraxacum
P003_WG11_00120 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WG11_00291 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00410 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WH01_00127 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WH01_00128 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P8807_524_00050 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P8807_524_00051 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
