P001_WA02_00017 	Orobanchaceae;Euphrasia; 	Plantaginaceae;Veronica	Brassicaceae;Arabis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Orobanchaceae;Euphrasia;
P001_WF12_00087 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Asteraceae;Hieracium; 	Ericaceae;Pyrola;
P001_WH01_00022 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P001_WH02_00009 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Ericaceae;Pyrola;
P001_WH03_00044 	Cyperaceae;Eriophorum; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WH05_00062 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Brassicaceae;Arabis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Orobanchaceae;Euphrasia;
P001_WH06_00004 	Poaceae;Trisetum; 	Asteraceae;Tragopogon	Asteraceae;Scorzonera; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P001_WH06_00027 	Poaceae;Trisetum; 	Poaceae;Oryza	Poaceae;Trisetum; 	Poaceae;Trisetum; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WH06_00072 	Poaceae;Trisetum; 	Poaceae;Oryza	Poaceae;Trisetum; 	Poaceae;Trisetum; 	Poaceae;Festuca; 	Poaceae;Poa;
P001_WH07_00123 	Asteraceae;Scorzonera; 	Asteraceae;Tragopogon	Asteraceae;Scorzonera; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P001_WH09_00065 	Primulaceae;Primula; 	Primulaceae;Primula	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P001_WH12_00030 	Asteraceae;Hieracium; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P001_WH12_00103 	Asteraceae;Hieracium; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P002_WA04_00076 	Apiaceae;Carum; 	Apiaceae;Peucedanum	Apiaceae;Chaerophyllum; 	Apiaceae;Bupleurum; 	Asteraceae;Leucanthemopsis; 	Ericaceae;Pyrola;
P002_WB01_00057 	Apiaceae;Chaerophyllum; 	Apiaceae;Peucedanum	Apiaceae;Chaerophyllum; 	Apiaceae;Bupleurum; 	Asteraceae;Leucanthemopsis; 	Ericaceae;Pyrola;
P002_WB02_00069 	Primulaceae;Primula; 	Theaceae;Camellia	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WB04_00025 	Poaceae;Helictotrichon; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P002_WB07_00010 	Ericaceae;Bryanthus; 	Myrtaceae;Plinia	Primulaceae;Primula; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WB08_00027 	Poaceae;Poa; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P002_WB10_00072 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P002_WB11_00024 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WC01_00134 	Rosaceae;Potentilla; 	Primulaceae;Maesa	Orobanchaceae;Pedicularis; 	Cyperaceae;Carex; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WC03_00082 	Orobanchaceae;Euphrasia; 	Rubiaceae;Glionnetia	Orobanchaceae;Euphrasia; 	Brassicaceae;Arabis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WC07_00119 	Ericaceae;Rhododendron; 	Theaceae;Camellia	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WC08_00051 	Brassicaceae;Cardamine; 	Brassicaceae;Cardamine	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Violaceae;Viola; 	Violaceae;Viola;
P002_WC12_00022 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WD01_00059 	Orobanchaceae;Pedicularis; 	Primulaceae;Maesa	Orobanchaceae;Pedicularis; 	Cyperaceae;Carex; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WD02_00023 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P002_WD07_00074 	Asteraceae;Saussurea; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P002_WD11_00021 	Poaceae;Hierochloe; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P002_WE07_00102 	Rosaceae;Spiraea; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P002_WE07_00125 	Rosaceae;Spiraea; 	Rosaceae;Spiraea	Apiaceae;Bupleurum; 	Rosaceae;Potentilla; 	Cyperaceae;Carex; 	Primulaceae;Primula;
P002_WF01_00130 	Poaceae;Calamagrostis; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P002_WF02_00088 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Brassicaceae;Arabis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Orobanchaceae;Euphrasia;
P002_WF03_00075 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P002_WF06_00107 	Ericaceae;Phyllodoce; 	Theaceae;Camellia	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P002_WF11_00133 	Juncaceae;Luzula; 	Cyperaceae;Eleocharis	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Juncaceae;Luzula;
P002_WF12_00032 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG02_00175 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Fabaceae;Oxytropis; 	Fabaceae;Trifolium; 	Fabaceae;Anthyllis;
P002_WG07_00072 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG08_00031 	Cyperaceae;Eriophorum; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WG10_00081 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Orobanchaceae;Euphrasia; 	Asteraceae;Senecio;
P002_WH11_00064 	Brassicaceae;Draba; 	Brassicaceae;Draba	Brassicaceae;Draba; 	Brassicaceae;Cardamine; 	Orobanchaceae;Euphrasia; 	Lentibulariaceae;Pinguicula;
P002_WH12_00081 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P003_WA01_00048 	Rosaceae;Potentilla; 	Rosaceae;Hagenia	Cyperaceae;Carex; 	Apiaceae;Bupleurum; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
P003_WA07_00027 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WA08_00108 	Asteraceae;Senecio; 	Asteraceae;Ligularia	Asteraceae;Senecio; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P003_WB03_00103 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Caprifoliaceae;Scabiosa; 	Fabaceae;Anthyllis; 	Ericaceae;Vaccinium; 	Onagraceae;Epilobium;
P003_WB04_00037 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WB06_00025 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P003_WB08_00130 	Asteraceae;Antennaria; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WB09_00058 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WB10_00045 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Fabaceae;Oxytropis; 	Fabaceae;Trifolium; 	Fabaceae;Anthyllis;
P003_WC04_00048 	Cyperaceae;Carex; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WC09_00012 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WC12_00212 	Juncaceae;Luzula; 	Cyperaceae;Eleocharis	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Juncaceae;Luzula;
P003_WD02_00078 	Brassicaceae;Draba; 	Brassicaceae;Draba	Brassicaceae;Draba; 	Brassicaceae;Cardamine; 	Orobanchaceae;Euphrasia; 	Lentibulariaceae;Pinguicula;
P003_WD04_00041 	Fabaceae;Trifolium; 	Fabaceae;Glycyrrhiza	Fabaceae;Oxytropis; 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum; 	Fabaceae;Anthyllis;
P003_WD10_00100 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P003_WD12_00143 	Plantaginaceae;Veronica; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P003_WE07_00009 	Cyperaceae;Eriophorum; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WE11_00114 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WE11_00253 	Cyperaceae;Carex; 	Cyperaceae;Eleocharis	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Juncaceae;Luzula;
P003_WF01_00160 	Onagraceae;Epilobium; 	Onagraceae;Epilobium	Cyperaceae;Carex; 	Geraniaceae;Geranium; 	Ericaceae;Vaccinium; 	Geraniaceae;Geranium;
P003_WF01_00369 	Onagraceae;Epilobium; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WF03_00077 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WF06_00111 	Asteraceae;Solidago; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P003_WF07_00002 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene;
P003_WF08_00065 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Ericaceae;Pyrola;
P003_WG02_00003 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WG02_00350 	Cyperaceae;Carex; 	Rosaceae;Hagenia	Cyperaceae;Carex; 	Apiaceae;Bupleurum; 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis;
P003_WG05_00077 	Asteraceae;Leucanthemopsis; 	Asteraceae;Artemisia	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P003_WG06_00050 	Lentibulariaceae;Pinguicula; 	Lentibulariaceae;Pinguicula	Asteraceae;Aster; 	Lamiaceae;Betonica; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P003_WG07_00070 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P003_WG08_00178 	Brassicaceae;Draba; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Orobanchaceae;Euphrasia; 	Asteraceae;Senecio;
P003_WG11_00187 	Asteraceae;Cirsium; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WG11_00276 	Asteraceae;Cirsium; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P003_WG12_00050 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P003_WH11_00018 	Asteraceae;Aster; 	Asteraceae;Pityopsis	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P003_WH12_00012 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P004_WA02_00065 	Primulaceae;Primula; 	Myrtaceae;Plinia	Primulaceae;Primula; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P004_WC01_00021 	Poaceae;Hierochloe; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P004_WD01_00058 	Poaceae;Festuca; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
P004_WD02_00088 	Asteraceae;Antennaria; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P004_WF01_00016 	Cupressaceae;Juniperus; 	Cupressaceae;Chamaecyparis	Cupressaceae;Juniperus; 	Asteraceae;Leucanthemopsis; 	Asteraceae;Leontodon; 	Asteraceae;Senecio;
P8807_503_00104 	Ericaceae;Pyrola; 	Theaceae;Camellia	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Pyrola; 	Ericaceae;Pyrola;
P8807_504_00077 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Ericaceae;Pyrola;
P8807_505_00027 	Cyperaceae;Carex; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_505_00028 	Cyperaceae;Carex; 	Cyperaceae;Eleocharis	Cyperaceae;Carex; 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_508_00093 	Asteraceae;Hieracium; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P8807_510_00011 	Violaceae;Viola; 	Violaceae;Viola	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P8807_512_00024 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_513_00082 	Juncaceae;Luzula; 	Cyperaceae;Carex	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Cyperaceae;Carex;
P8807_515_00016 	Asteraceae;Saussurea; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
P8807_517_00039 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Campanulaceae;Campanula; 	Ericaceae;Bryanthus; 	Primulaceae;Primula; 	Ericaceae;Pyrola;
P8807_518_00141 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P8807_519_00112 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Ericaceae;Pyrola;
P8807_520_00049 	Juncaceae;Juncus; 	Cyperaceae;Hypolytrum	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Juncaceae;Luzula; 	Cyperaceae;Carex;
P8807_530_00121 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WA11_00023 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WB01_00073 	Cyperaceae;Carex; 	Cyperaceae;Carex	Asteraceae;Cirsium; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
WB02_00060 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Cyperaceae;Carex; 	Geraniaceae;Geranium; 	Violaceae;Viola; 	Asteraceae;Hieracium;
WB06_00062 	Poaceae;Poa; 	Poaceae;Avena	Asteraceae;Cirsium; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Poa;
WB11_00086 	Asteraceae;Hieracium; 	Asteraceae;Helianthus	Asteraceae;Antennaria; 	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Asteraceae;Hieracium;
