P001_WB01_00251 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P001_WF06_00014 	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WF06_00029 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia	Ericaceae;Arctous	Poaceae;Trisetum	Asteraceae;Scorzonera
P001_WF06_00030 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia
P001_WG02_00071 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00313 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00328 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Ranunculaceae;Thalictrum	Ranunculaceae;Trollius	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WG03_00017 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Potentilla	Rosaceae;Rubus	Rosaceae;Dryas
P001_WG03_00018 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Cupressaceae;Juniperus	Betulaceae;Betula	Rosaceae;Dryas
P001_WG03_00153 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WG03_00309 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Selaginellaceae;Selaginella	Cyperaceae;Carex	Ranunculaceae;Trollius	Cyperaceae;Carex
P001_WH01_00122 	Celastraceae;Parnassia	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Potentilla	Rosaceae;Rubus	Rosaceae;Sieversia
P001_WH01_00123 	Celastraceae;Parnassia	Celastraceae;Parnassia	Selaginellaceae;Selaginella	Saxifragaceae;Saxifraga	Betulaceae;Betula	Violaceae;Viola
P001_WH06_00174 	Poaceae;Trisetum	Asteraceae;Cichorium	Asteraceae;Scorzonera	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Hieracium
P001_WH06_00181 	Poaceae;Trisetum	Poaceae;Koeleria	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Agrostis
P001_WH08_00111 	Asteraceae;Anthemis	Asteraceae;Tanacetum	Asteraceae;Matricaria	Asteraceae;Anthemis	Asteraceae;Achillea	Asteraceae;Artemisia
P001_WH08_00112 	Asteraceae;Anthemis	Asteraceae;Artemisia	Asteraceae;Artemisia	Asteraceae;Leucanthemopsis	Asteraceae;Matricaria	Asteraceae;Achillea
P001_WH10_00098 	Hypericaceae;Hypericum	Primulaceae;Primula	Hypericaceae;Hypericum	Primulaceae;Primula	Primulaceae;Primula	Primulaceae;Primula
P001_WH10_00101 	Hypericaceae;Hypericum	Hypericaceae;Hypericum	Saxifragaceae;Saxifraga	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P002_WA11_00012 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WA11_00103 	Poaceae;Calamagrostis	Poaceae;Lolium	Poaceae;Calamagrostis	Poaceae;Nardus	Poaceae;Calamagrostis	Poaceae;Agrostis
P002_WB05_00012 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WB05_00013 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WB11_00119 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P002_WB11_00120 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P002_WC01_00160 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00223 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P002_WD01_00130 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00232 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P002_WD05_00089 	Plantaginaceae;Pennellianthus	Plantaginaceae;Penstemon	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica
P002_WD05_00090 	Plantaginaceae;Pennellianthus	Plantaginaceae;Penstemon	Lamiaceae;Betonica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Orobanchaceae;Bartsia
P002_WE07_00066 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Viscaria
P002_WE07_00230 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WF01_00217 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WF01_00238 	Poaceae;Calamagrostis	Asteraceae;Carthamus	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF09_00135 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pieris	Ericaceae;Phyllodoce	Ericaceae;Empetrum	Ericaceae;Vaccinium
P002_WF09_00136 	Ericaceae;Pyrola	Pentaphylacaceae;Pentaphylax	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
P002_WF09_00137 	Ericaceae;Pyrola	Ericaceae;Rhododendron	Ericaceae;Pyrola	Ericaceae;Phyllodoce	Ericaceae;Empetrum	Ericaceae;Arctous
P002_WG02_00025 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Astragalus	Fabaceae;Astragalus	Fabaceae;Oxytropis
P002_WG02_00120 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica
P002_WG05_00056 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WG05_00135 	Poaceae;Calamagrostis	Poaceae;Lolium	Poaceae;Calamagrostis	Poaceae;Nardus	Poaceae;Calamagrostis	Poaceae;Agrostis
P002_WH02_00008 	Crassulaceae;Sempervivum	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Crassulaceae;Rhodiola	Crassulaceae;Sedum	Saxifragaceae;Saxifraga
P002_WH02_00048 	Crassulaceae;Sempervivum	Ranunculaceae;Anemone	Ranunculaceae;Pulsatilla	Ranunculaceae;Anemone	Ranunculaceae;Anemone	Ranunculaceae;Trollius
P002_WH03_00110 	Rubiaceae;Galium	Rubiaceae;Galium	Apiaceae;Chaerophyllum	Apiaceae;Tilingia	Saxifragaceae;Chrysosplenium	Asteraceae;Petasites
P002_WH03_00111 	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Galium	Rubiaceae;Cruciata	Caprifoliaceae;Patrinia	Caprifoliaceae;Scabiosa
P002_WH08_00175 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WH08_00223 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WH12_00058 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WH12_00059 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P003_WA10_00182 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WA10_00214 	Gentianaceae;Gentiana	Primulaceae;Bryocarpum	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Primula	Primulaceae;Primula
P003_WB08_00081 	Asteraceae;Antennaria	Asteraceae;Gamochaeta	Asteraceae;Gnaphalium	Asteraceae;Antennaria	Asteraceae;Antennaria	Poaceae;Festuca
P003_WB08_00086 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WC07_00070 	Juncaceae;Luzula	Cyperaceae;Hypolytrum	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WC07_00221 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Asteraceae;Taraxacum	Brassicaceae;Cardamine	Brassicaceae;Draba
P003_WC12_00238 	Juncaceae;Luzula	Asteraceae;Diplostephium	Asteraceae;Aster	Asteraceae;Aster	Asteraceae;Solidago	Asteraceae;Erigeron
P003_WC12_00250 	Juncaceae;Luzula	Cyperaceae;Hypolytrum	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WD03_00167 	Lentibulariaceae;Pinguicula	Bignoniaceae;Adenocalymma	Lentibulariaceae;Pinguicula	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WD03_00168 	Lentibulariaceae;Pinguicula	Phrymaceae;Mimulus	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WD03_00169 	Lentibulariaceae;Pinguicula	Acanthaceae;Barleria	Lentibulariaceae;Pinguicula	Orobanchaceae;Pedicularis	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WD03_00170 	Lentibulariaceae;Pinguicula	Paulowniaceae;Paulownia;Paulownia_sp._'albiphloea' 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica
P003_WD12_00164 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WD12_00178 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WE02_00124 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00211 	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Gnaphalium
P003_WE11_00005 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula
P003_WE11_00015 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
P003_WE12_00049 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WE12_00135 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Viscaria	Caryophyllaceae;Silene	Caryophyllaceae;Silene
P003_WF01_00017 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF01_00130 	Onagraceae;Epilobium	Onagraceae;Epilobium	Rosaceae;Rubus	Cupressaceae;Juniperus	Betulaceae;Betula	Ranunculaceae;Ranunculus
P003_WF01_00317 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P003_WF11_00180 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Viscaria	Caryophyllaceae;Silene	Caryophyllaceae;Silene
P003_WF11_00193 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WG02_00217 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Thalictrum	Cyperaceae;Carex
P003_WG02_00319 	Cyperaceae;Carex	Cyperaceae;Carex	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG02_00400 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P003_WG06_00034 	Lentibulariaceae;Pinguicula	Phrymaceae;Mimulus	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WG06_00035 	Lentibulariaceae;Pinguicula	Bignoniaceae;Adenocalymma	Orobanchaceae;Bartsia	Lamiaceae;Betonica	Lentibulariaceae;Pinguicula	Fabaceae;Hedysarum
P003_WG07_00126 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WG07_00127 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P003_WG08_00004 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Chrysosplenium
P003_WG08_00005 	Brassicaceae;Draba	Saxifragaceae;Rodgersia	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG08_00006 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Salicaceae;Salix
P003_WG08_00099 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Asteraceae;Taraxacum
P003_WG11_00108 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00119 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WG11_00409 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WH06_00012 	Saxifragaceae;Saxifraga	Saxifragaceae;Rodgersia	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WH06_00013 	Saxifragaceae;Saxifraga	Saxifragaceae;Micranthes	Brassicaceae;Draba	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P8807_503_00035 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Harrimanella	Ericaceae;Cassiope
P8807_503_00036 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
P8807_503_00037 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Arctous
P8807_509_00053 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P8807_509_00054 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis
P8807_509_00055 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
WA04_00123 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pieris	Ericaceae;Arctous	Ericaceae;Vaccinium
WA04_00124 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Phyllodoce	Ericaceae;Empetrum
WA04_00125 	Ericaceae;Pyrola	Ericaceae;Rhododendron	Ericaceae;Pyrola	Ericaceae;Phyllodoce	Ericaceae;Empetrum	Ericaceae;Arctous
WA05_00058 	Lentibulariaceae;Pinguicula	Bignoniaceae;Adenocalymma	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula	Plantaginaceae;Veronica	Asteraceae;Cirsium
WA05_00059 	Lentibulariaceae;Pinguicula	Theaceae;Camellia	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula	Lamiaceae;Betonica	Fabaceae;Hedysarum
WC03_00013 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Harrimanella	Ericaceae;Cassiope
WC03_00014 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
WC03_00015 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Vaccinium
WC03_00046 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Vaccinium
WC03_00047 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
WC03_00048 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Harrimanella	Ericaceae;Cassiope
