P001_WB01_00062 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Sesleria	Poaceae;Helictotrichon
P002_WC01_00071 	Rosaceae;Potentilla	Rosaceae;Fragaria	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Rubus	Rosaceae;Sieversia
P002_WC01_00122 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00047 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00104 	Orobanchaceae;Pedicularis	Fabaceae;Maackia	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Sibbaldia
P002_WD01_00105 	Orobanchaceae;Pedicularis	Rosaceae;Fragaria	Rosaceae;Rubus	Rosaceae;Sieversia	Rosaceae;Potentilla	Rosaceae;Sibbaldia
P002_WD01_00173 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WE07_00051 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WE07_00082 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Minuartia
P002_WF01_00041 	Poaceae;Calamagrostis	Asteraceae;Rhaponticum	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF01_00146 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WF01_00201 	Poaceae;Calamagrostis	Poaceae;Triticum	Poaceae;Arctophila	Poaceae;Dupontia	Poaceae;Arctagrostis	Poaceae;Festuca
P002_WG02_00162 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P002_WG02_00163 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Astragalus	Fabaceae;Oxytropis	Fabaceae;Oxytropis
P003_WA10_00007 	Gentianaceae;Gentiana	Primulaceae;Bryocarpum	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Primula	Primulaceae;Trientalis
P003_WA10_00061 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WB08_00025 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WB08_00068 	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Hieracium
P003_WC07_00171 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Asteraceae;Taraxacum	Brassicaceae;Cardamine	Brassicaceae;Cardamine
P003_WC07_00242 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WC12_00087 	Juncaceae;Luzula	Asteraceae;Pityopsis	Asteraceae;Solidago	Asteraceae;Aster	Asteraceae;Erigeron	Asteraceae;Erigeron
P003_WC12_00088 	Juncaceae;Luzula	Asteraceae;Diplostephium	Asteraceae;Solidago	Asteraceae;Erigeron	Asteraceae;Erigeron	Asteraceae;Erigeron
P003_WC12_00118 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex
P003_WD12_00055 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica
P003_WD12_00118 	Plantaginaceae;Veronica	Asteraceae;Carduus	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WE02_00037 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00129 	Poaceae;Festuca	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WE11_00155 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WE11_00183 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula	Juncaceae;Luzula
P003_WE12_00015 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Rosaceae;Spiraea	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia
P003_WE12_00175 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF01_00078 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00174 	Onagraceae;Epilobium	Onagraceae;Epilobium	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P003_WF01_00386 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF11_00062 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF11_00220 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Caryophyllaceae;Minuartia	Rosaceae;Spiraea	Caryophyllaceae;Minuartia	Caryophyllaceae;Silene
P003_WG02_00080 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG02_00173 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Thalictrum	Cyperaceae;Carex
P003_WG02_00363 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Spiraea
P003_WG08_00088 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Asteraceae;Taraxacum
P003_WG08_00190 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG11_00129 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00166 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica
P003_WG11_00342 	Asteraceae;Cirsium	Asteraceae;Carduus	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WH11_00043 	Asteraceae;Aster	Asteraceae;Pityopsis	Asteraceae;Erigeron	Asteraceae;Erigeron	Juncaceae;Luzula	Asteraceae;Solidago
P003_WH11_00078 	Asteraceae;Aster	Cyperaceae;Hypolytrum	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
WA01_00003 	Rosaceae;Potentilla	Fabaceae;Maackia	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Sibbaldia
WA01_00004 	Rosaceae;Potentilla	Rosaceae;Fragaria	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Rubus	Rosaceae;Sieversia
WA01_00088 	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla
WC02_00065 	Ericaceae;Arctous	Ericaceae;Arbutus	Ericaceae;Arctous	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
WC02_00066 	Ericaceae;Arctous	Ericaceae;Arbutus	Ericaceae;Arctous	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
WC02_00067 	Ericaceae;Arctous	Fabaceae;Ctenodon	Primulaceae;Trientalis	Rosaceae;Sibbaldia	Ericaceae;Arctous	Ericaceae;Vaccinium
WC02_00095 	Ericaceae;Arctous	Ericaceae;Arbutus	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
