P001_WA05_00090 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P001_WG08_00008 	Asteraceae;Anthemis; 	Asteraceae;Artemisia	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Plantaginaceae;Pennellianthus; 	Crassulaceae;Sempervivum;
P001_WG10_00015 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Anthemis; 	Crassulaceae;Sempervivum; 	Plantaginaceae;Pennellianthus;
P001_WG12_00007 	Poaceae;Catabrosella; 	Poaceae;Phippsia	Poaceae;Calamagrostis; 	Ericaceae;Phyllodoce; 	Geraniaceae;Geranium; 	Caryophyllaceae;Minuartia;
P001_WH01_00096 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Geraniaceae;Geranium; 	Fabaceae;Hedysarum; 	Orobanchaceae;Pedicularis; 	Ericaceae;Phyllodoce;
P001_WH04_00014 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Boykinia	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Crassulaceae;Sempervivum;
P001_WH05_00101 	Plantaginaceae;Veronica; 	Plantaginaceae;Lagotis	Plantaginaceae;Veronica; 	Apiaceae;Peucedanum; 	Asteraceae;Cirsium; 	Orobanchaceae;Pedicularis;
P001_WH10_00094 	Hypericaceae;Hypericum; 	Hypericaceae;Hypericum	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Orobanchaceae;Pedicularis;
P002_WA06_00117 	Apiaceae;Peucedanum; 	Apiaceae;Peucedanum	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Apiaceae;Chaerophyllum; 	Orobanchaceae;Pedicularis;
P002_WA12_00102 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Crassulaceae;Sempervivum; 	Plantaginaceae;Veronica;
P002_WB01_00007 	Apiaceae;Chaerophyllum; 	Apiaceae;Arracacia	Apiaceae;Peucedanum; 	Orobanchaceae;Pedicularis; 	Apiaceae;Bupleurum; 	Plantaginaceae;Veronica;
P002_WB10_00007 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Sagina;
P002_WD05_00107 	Plantaginaceae;Pennellianthus; 	Verbenaceae;Aloysia	Orobanchaceae;Pedicularis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Apiaceae;Chaerophyllum;
P002_WD12_00014 	Polygonaceae;Rumex; 	Polygonaceae;Rheum	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Rubiaceae;Galium; 	Rubiaceae;Galium;
P002_WE04_00024 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P002_WE08_00008 	Poaceae;Alopecurus; 	Poaceae;Agrostis	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P002_WF02_00016 	Plantaginaceae;Veronica; 	Bignoniaceae;Podranea	Fabaceae;Hedysarum; 	Asteraceae;Cirsium; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WF06_00129 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Poaceae;Calamagrostis; 	Poaceae;Catabrosella; 	Geraniaceae;Geranium; 	Caryophyllaceae;Minuartia;
P002_WF11_00071 	Juncaceae;Luzula; 	Juncaceae;Juncus	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Poaceae;Catabrosella; 	Poaceae;Calamagrostis;
P002_WG02_00046 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Orobanchaceae;Pedicularis; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P002_WG02_00229 	Fabaceae;Hedysarum; 	Bignoniaceae;Podranea	Fabaceae;Hedysarum; 	Asteraceae;Cirsium; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WG05_00014 	Poaceae;Calamagrostis; 	Poaceae;Elymus	Poaceae;Catabrosella; 	Ericaceae;Phyllodoce; 	Geraniaceae;Geranium; 	Caryophyllaceae;Minuartia;
P002_WG12_00086 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P002_WH01_00024 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P002_WH02_00038 	Crassulaceae;Sempervivum; 	Crassulaceae;Rhodiola	Orobanchaceae;Pedicularis; 	Apiaceae;Chaerophyllum; 	Apiaceae;Bupleurum; 	Saxifragaceae;Saxifraga;
P002_WH03_00027 	Rubiaceae;Galium; 	Rubiaceae;Theligonum	Rubiaceae;Galium; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P002_WH05_00007 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P002_WH07_00021 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Sagina;
P003_WA04_00020 	Crassulaceae;Sedum; 	Crassulaceae;Phedimus	Crassulaceae;Sedum; 	Geraniaceae;Geranium; 	Ericaceae;Phyllodoce; 	Poaceae;Calamagrostis;
P003_WB02_00052 	Rubiaceae;Galium; 	Rubiaceae;Theligonum	Rubiaceae;Galium; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P003_WB06_00095 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium;
P003_WB07_00027 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P003_WB10_00102 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum	Fabaceae;Hedysarum; 	Orobanchaceae;Pedicularis; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P003_WC12_00048 	Juncaceae;Luzula; 	Juncaceae;Juncus	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Poaceae;Catabrosella; 	Poaceae;Calamagrostis;
P003_WD06_00011 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Fabaceae;Hedysarum; 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone;
P003_WD08_00021 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Sagina;
P003_WD10_00008 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium;
P003_WE04_00019 	Poaceae;Agrostis; 	Poaceae;Agrostis	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P003_WE08_00079 	Plantaginaceae;Veronica; 	Plantaginaceae;Lagotis	Plantaginaceae;Veronica; 	Apiaceae;Peucedanum; 	Asteraceae;Cirsium; 	Orobanchaceae;Pedicularis;
P003_WF07_00087 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium;
P003_WG01_00019 	Ranunculaceae;Aconitum; 	Ranunculaceae;Aconitum	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Ranunculaceae;Anemone; 	Cyperaceae;Carex;
P003_WG04_00097 	Brassicaceae;Cardamine; 	Brassicaceae;Cardamine	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Orobanchaceae;Pedicularis;
P003_WG09_00073 	Poaceae;Sesleria; 	Poaceae;Agrostis	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P003_WG10_00061 	Juncaceae;Juncus; 	Juncaceae;Juncus	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Rubiaceae;Galium;
P003_WG11_00226 	Asteraceae;Cirsium; 	Bignoniaceae;Amphilophium	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Orobanchaceae;Pedicularis; 	Apiaceae;Peucedanum;
P003_WH01_00069 	Orobanchaceae;Pedicularis; 	Plantaginaceae;Digitalis	Plantaginaceae;Pennellianthus; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Apiaceae;Chaerophyllum;
P003_WH09_00026 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Crassulaceae;Sempervivum; 	Orobanchaceae;Pedicularis;
P004_WB01_00063 	Poaceae;Alopecurus; 	Poaceae;Agrostis	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P004_WB02_00119 	Ericaceae;Pieris; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P004_WC01_00087 	Poaceae;Hierochloe; 	Poaceae;Pseudoroegneria	Poaceae;Hierochloe; 	Poaceae;Nardus; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P004_WD01_00007 	Poaceae;Festuca; 	Poaceae;Agrostis	Poaceae;Agrostis; 	Poaceae;Sesleria; 	Poaceae;Alopecurus; 	Poaceae;Festuca;
P004_WF01_00056 	Cupressaceae;Juniperus; 	Cupressaceae;Juniperus	Poaceae;Catabrosella; 	Poaceae;Calamagrostis; 	Crassulaceae;Sedum; 	Crassulaceae;Sedum;
P004_WH01_00007 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Ericaceae;Phyllodoce; 	Poaceae;Calamagrostis; 	Poaceae;Catabrosella; 	Geraniaceae;Geranium;
P8807_501_00008 	Ericaceae;Andromeda; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_509_00070 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Fabaceae;Hedysarum; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P8807_516_00054 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Sagina;
P8807_517_00017 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_521_00017 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P8807_522_00016 	Rosaceae;Dryas; 	Moraceae;Morus	Orobanchaceae;Pedicularis; 	Celastraceae;Parnassia; 	Ericaceae;Phyllodoce; 	Geraniaceae;Geranium;
WB02_00073 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Ericaceae;Phyllodoce; 	Poaceae;Calamagrostis; 	Poaceae;Catabrosella; 	Fabaceae;Hedysarum;
WB07_00019 	Polygonaceae;Rumex; 	Polygonaceae;Rheum	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Rubiaceae;Galium; 	Rubiaceae;Galium;
WB12_00018 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Anthemis; 	Crassulaceae;Sempervivum; 	Plantaginaceae;Pennellianthus;
WC06_00045 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium	Ericaceae;Pieris; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
