P001_WB01_00155 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Sesleria	Poaceae;Hyalopoa
P001_WG06_00127 	Saxifragaceae;Saxifraga	Vitaceae;Vitis	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Salicaceae;Salix	Saxifragaceae;Saxifraga
P001_WG07_00054 	Gentianaceae;Gentianella	Gentianaceae;Swertia	Gentianaceae;Gentianella	Orobanchaceae;Euphrasia	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P001_WG07_00096 	Gentianaceae;Gentianella	Poaceae;Festuca	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WH02_00062 	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WH02_00132 	Salicaceae;Salix	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex
P001_WH03_00031 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P001_WH03_00075 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P002_WC01_00087 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00203 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WC12_00140 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P002_WC12_00160 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P002_WD01_00012 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00201 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WE07_00012 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WE07_00212 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Minuartia	Ericaceae;Arctous
P002_WF01_00079 	Poaceae;Calamagrostis	Asteraceae;Centaurea	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF01_00172 	Poaceae;Calamagrostis	Poaceae;Agrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WF12_00049 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WF12_00122 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P002_WG02_00084 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P002_WG02_00212 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Astragalus	Fabaceae;Oxytropis	Fabaceae;Oxytropis
P002_WG07_00021 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WG07_00137 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Asteraceae;Cirsium	Polygonaceae;Oxyria	Cyperaceae;Carex
P002_WG08_00103 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P002_WG08_00121 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P002_WH08_00034 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex
P002_WH08_00148 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Asteraceae;Cirsium	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WA07_00110 	Cyperaceae;Carex	Poaceae;Castellia	Cyperaceae;Carex	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WA07_00132 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WA10_00025 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WA10_00100 	Gentianaceae;Gentiana	Primulaceae;Primula	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Primula	Primulaceae;Primula
P003_WB04_00053 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P003_WB04_00138 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WB08_00109 	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Gnaphalium
P003_WB08_00137 	Asteraceae;Antennaria	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex
P003_WB09_00035 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P003_WB09_00151 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WC07_00085 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula
P003_WC07_00127 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Brassicaceae;Arabis	Brassicaceae;Cardamine	Brassicaceae;Cardamine
P003_WC12_00137 	Juncaceae;Luzula	Asteraceae;Linochilus	Asteraceae;Aster	Asteraceae;Aster	Asteraceae;Solidago	Asteraceae;Erigeron
P003_WC12_00227 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula
P003_WD12_00015 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Fabaceae;Hedysarum
P003_WD12_00218 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Centaurea	Poaceae;Calamagrostis	Asteraceae;Saussurea
P003_WE02_00065 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00229 	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Omalotheca	Asteraceae;Gnaphalium	Asteraceae;Antennaria	Asteraceae;Antennaria
P003_WE07_00082 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WE07_00100 	Cyperaceae;Eriophorum	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P003_WE11_00099 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Juncaceae;Luzula	Cyperaceae;Carex	Juncaceae;Luzula
P003_WE11_00225 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WE12_00087 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P003_WE12_00107 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF01_00063 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00134 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF01_00222 	Onagraceae;Epilobium	Onagraceae;Epilobium	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Violaceae;Viola	Saxifragaceae;Saxifraga
P003_WF11_00102 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF11_00161 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P003_WG02_00053 	Cyperaceae;Carex	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Fabaceae;Astragalus	Fabaceae;Trifolium
P003_WG02_00086 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG02_00205 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Polygonaceae;Rumex	Fabaceae;Hedysarum	Rosaceae;Dryas
P003_WG08_00121 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Arabis	Papaveraceae;Papaver
P003_WG08_00228 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG11_00083 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex
P003_WG11_00173 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00223 	Asteraceae;Cirsium	Poaceae;Castellia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WG11_00237 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Fabaceae;Hedysarum
P003_WG11_00304 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Centaurea	Poaceae;Calamagrostis	Asteraceae;Saussurea
P003_WG12_00085 	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Asteraceae;Cirsium
P003_WG12_00113 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WH11_00121 	Asteraceae;Aster	Asteraceae;Linochilus	Asteraceae;Leontodon	Juncaceae;Luzula	Asteraceae;Leontodon	Asteraceae;Saussurea
P003_WH11_00164 	Asteraceae;Aster	Restionaceae;Thamnochortus	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
WA11_00109 	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
WA11_00138 	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Asteraceae;Cirsium	Cyperaceae;Carex
