P001_WA03_00117 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB03_00011 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB04_00104 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Rubus; 	Primulaceae;Primula; 	Rosaceae;Dryas;
P001_WB05_00096 	Poaceae;Anthoxanthum; 	Poaceae;Avena	Poaceae;Trisetum; 	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Agrostis;
P001_WB06_00057 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00090 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Hedysarum; 	Fabaceae;Astragalus;
P001_WB08_00072 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Trisetum; 	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WB09_00049 	Asteraceae;Leontodon; 	Asteraceae;Helianthus	Plantaginaceae;Veronica; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Asteraceae;Antennaria;
P001_WB10_00053 	Poaceae;Nardus; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WB11_00009 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WB12_00021 	Asteraceae;Gnaphalium; 	Asteraceae;Helianthus	Asteraceae;Gnaphalium; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Asteraceae;Antennaria;
P001_WC02_00037 	Poaceae;Deschampsia; 	Poaceae;Avenella	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P001_WC03_00048 	Asteraceae;Erigeron; 	Asteraceae;Linochilus	Asteraceae;Aster; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P001_WC06_00083 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC07_00095 	Asteraceae;Leontodon; 	Asteraceae;Helianthus	Plantaginaceae;Veronica; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Asteraceae;Antennaria;
P001_WC08_00063 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Carum; 	Apiaceae;Ligusticum;
P001_WC09_00065 	Lamiaceae;Betonica; 	Lamiaceae;Stenogyne	Plantaginaceae;Pennellianthus; 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum; 	Orobanchaceae;Bartsia;
P001_WC10_00041 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Chaerophyllum;
P001_WC11_00087 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Polygonum;
P001_WC12_00071 	Cyperaceae;Carex; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD01_00093 	Poaceae;Poa; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WD02_00044 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Bergenia	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WD03_00036 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis;
P001_WD04_00020 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Harrimanella; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P001_WD05_00008 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P001_WD06_00089 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD07_00047 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene;
P001_WD08_00064 	Caryophyllaceae;Cerastium; 	Boraginaceae;Arnebia	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WD08_00188 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WD09_00026 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD10_00044 	Boraginaceae;Myosotis; 	Boraginaceae;Arnebia	Caryophyllaceae;Cerastium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Orobanchaceae;Bartsia;
P001_WD11_00066 	Crassulaceae;Sedum; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD11_00305 	Crassulaceae;Sedum; 	Crassulaceae;Sedum	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Polygonaceae;Polygonum;
P001_WD11_00346 	Crassulaceae;Sedum; 	Crassulaceae;Sedum	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Polygonaceae;Polygonum;
P001_WD11_00370 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WD12_00071 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE02_00118 	Cyperaceae;Kobresia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE03_00080 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WE04_00129 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE04_00250 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Apiaceae;Tilingia; 	Primulaceae;Primula; 	Apiaceae;Ligusticum; 	Primulaceae;Primula;
P001_WE05_00076 	Ericaceae;Kalmia; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P001_WE06_00076 	Poaceae;Phleum; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE07_00066 	Juncaceae;Luzula; 	Cyperaceae;Hypolytrum	Juncaceae;Luzula; 	Tofieldiaceae;Tofieldia; 	Orchidaceae;Coeloglossum; 	Cyperaceae;Carex;
P001_WE08_00091 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Pterocephalus	Asteraceae;Scorzonera; 	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Primulaceae;Primula;
P001_WE10_00097 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE11_00087 	Poaceae;Festuca; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE12_00175 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE12_00319 	Cyperaceae;Carex; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WF01_00102 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WF01_00186 	Equisetaceae;Equisetum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF02_00151 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF03_00040 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF04_00042 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WF05_00110 	Asteraceae;Antennaria; 	Asteraceae;Helianthus	Plantaginaceae;Veronica; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Asteraceae;Antennaria;
P001_WF06_00218 	Orobanchaceae;Euphrasia; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF07_00086 	Poaceae;Festuca; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF08_00058 	Orchidaceae;Coeloglossum; 	Orchidaceae;Platanthera	Tofieldiaceae;Tofieldia; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P001_WF09_00091 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WF10_00060 	Fabaceae;Anthyllis; 	Fabaceae;Lotus	Fabaceae;Trifolium; 	Fabaceae;Trifolium; 	Fabaceae;Hedysarum; 	Fabaceae;Astragalus;
P001_WF11_00056 	Apiaceae;Seseli; 	Apiaceae;Pleurospermum	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Tilingia;
P001_WG01_00025 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum	Ranunculaceae;Anemone; 	Ericaceae;Vaccinium; 	Ericaceae;Andromeda; 	Ericaceae;Vaccinium;
P001_WG02_00184 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG02_00306 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P001_WG04_00009 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG05_00029 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Heliosperma	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WG06_00013 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WG07_00066 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WG08_00050 	Asteraceae;Anthemis; 	Asteraceae;Artemisia	Asteraceae;Anthemis; 	Asteraceae;Artemisia; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea;
P001_WG10_00060 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WG11_00083 	Liliaceae;Gagea; 	Liliaceae;Gagea	Liliaceae;Fritillaria; 	Gentianaceae;Gentiana; 	Primulaceae;Soldanella; 	Primulaceae;Soldanella;
P001_WG12_00108 	Poaceae;Catabrosella; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WH01_00061 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Polygonaceae;Rumex; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WH02_00051 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH03_00074 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WH04_00047 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WH05_00024 	Plantaginaceae;Veronica; 	Plantaginaceae;Hemiphragma	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Fabaceae;Hedysarum;
P001_WH06_00109 	Poaceae;Trisetum; 	Poaceae;Avena	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Calamagrostis;
P001_WH07_00066 	Asteraceae;Scorzonera; 	Asteraceae;Inula	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Chaerophyllum;
P001_WH08_00023 	Asteraceae;Anthemis; 	Asteraceae;Artemisia	Asteraceae;Anthemis; 	Asteraceae;Artemisia; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea;
P001_WH09_00094 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WH10_00025 	Hypericaceae;Hypericum; 	Hypericaceae;Hypericum	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH11_00023 	Asteraceae;Erigeron; 	Asteraceae;Linochilus	Asteraceae;Aster; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P001_WH12_00138 	Asteraceae;Hieracium; 	Asteraceae;Sonchus	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Cirsium; 	Asteraceae;Antennaria;
P002_WA01_00114 	Poaceae;Hyalopoa; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WA02_00037 	Fabaceae;Trifolium; 	Fabaceae;Trifolium	Fabaceae;Trifolium; 	Fabaceae;Oxytropis; 	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum;
P002_WA03_00059 	Poaceae;Festuca; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WA04_00041 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Chaerophyllum;
P002_WA05_00060 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Asteraceae;Scorzonera; 	Apiaceae;Carum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Ligusticum;
P002_WA06_00046 	Apiaceae;Peucedanum; 	Apiaceae;Glehnia	Apiaceae;Ligusticum; 	Apiaceae;Carum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Tilingia;
P002_WA07_00091 	Ericaceae;Harrimanella; 	Ericaceae;Rhododendron	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium; 	Primulaceae;Primula; 	Primulaceae;Primula;
P002_WA08_00098 	Poaceae;Poa; 	Poaceae;Avenella	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WA09_00033 	Rosaceae;Dryas; 	Rosaceae;Dryas	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Rosaceae;Rubus;
P002_WA10_00099 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WA11_00044 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis;
P002_WA12_00026 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WB01_00096 	Apiaceae;Chaerophyllum; 	Apiaceae;Prangos	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Carum; 	Apiaceae;Tilingia;
P002_WB02_00102 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Trientalis;
P002_WB03_00054 	Caryophyllaceae;Arenaria; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria;
P002_WB04_00063 	Poaceae;Helictotrichon; 	Poaceae;Chikusichloa	Poaceae;Poa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WB05_00041 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WB06_00075 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WB07_00021 	Ericaceae;Bryanthus; 	Ericaceae;Rhododendron	Ericaceae;Kalmia; 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WB08_00128 	Poaceae;Poa; 	Poaceae;Avenella	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WB09_00025 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WB10_00110 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P002_WB11_00078 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WB12_00072 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Chrysosplenium	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga;
P002_WC01_00051 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WC01_00099 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Rosaceae;Rubus; 	Rosaceae;Spiraea; 	Ericaceae;Vaccinium;
P002_WC02_00102 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Hedysarum; 	Fabaceae;Astragalus;
P002_WC03_00049 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Lentibulariaceae;Pinguicula; 	Brassicaceae;Arabis; 	Apiaceae;Carum; 	Apiaceae;Ligusticum;
P002_WC04_00057 	Asteraceae;Aster; 	Asteraceae;Linochilus	Asteraceae;Aster; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P002_WC05_00046 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Carum; 	Apiaceae;Chaerophyllum;
P002_WC07_00106 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WC08_00085 	Brassicaceae;Cardamine; 	Brassicaceae;Cardamine	Brassicaceae;Cardamine; 	Brassicaceae;Draba; 	Brassicaceae;Cardamine; 	Brassicaceae;Draba;
P002_WC09_00028 	Fabaceae;Astragalus; 	Fabaceae;Astragalus	Fabaceae;Astragalus; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P002_WC10_00048 	Polygonaceae;Persicaria; 	Polygonaceae;Bistorta	Polygonaceae;Bistorta; 	Polygonaceae;Rumex; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P002_WC11_00062 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P002_WC12_00139 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WD01_00024 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WD01_00214 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WD02_00060 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P002_WD03_00057 	Asteraceae;Erigeron; 	Asteraceae;Linochilus	Asteraceae;Aster; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P002_WD04_00024 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WD05_00023 	Plantaginaceae;Pennellianthus; 	Bignoniaceae;Crescentia	Lamiaceae;Betonica; 	Orobanchaceae;Bartsia; 	Primulaceae;Primula; 	Primulaceae;Primula;
P002_WD06_00085 	Poaceae;Deschampsia; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis;
