P001_WA02_00085 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia; 	Asteraceae;Cirsium;
P001_WB02_00228 	Salicaceae;Salix; 	Poaceae;Avenella	Poaceae;Alopecurus; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Asteraceae;Cirsium;
P001_WB03_00142 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum;
P001_WB04_00120 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Spiraea; 	Rosaceae;Dryas; 	Cyperaceae;Carex;
P001_WB05_00040 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WB06_00086 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00018 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P001_WB08_00110 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WB09_00125 	Asteraceae;Leontodon; 	Asteraceae;Hypochaeris	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WB10_00001 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Alopecurus; 	Poaceae;Arctophila; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB10_00114 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Sesleria; 	Poaceae;Calamagrostis;
P001_WB10_00126 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Nardus; 	Poaceae;Hyalopoa; 	Poaceae;Sesleria; 	Poaceae;Agrostis;
P001_WB11_00050 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WB12_00142 	Asteraceae;Gnaphalium; 	Asteraceae;Pseudognaphalium	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WC02_00060 	Poaceae;Deschampsia; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Avenella;
P001_WC02_00072 	Poaceae;Deschampsia; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Hyalopoa; 	Poaceae;Sesleria;
P001_WC03_00077 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P001_WC04_00010 	Cupressaceae;Juniperus; 	Cupressaceae;Juniperus	Cupressaceae;Juniperus; 	Juncaceae;Luzula; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WC06_00055 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC07_00068 	Asteraceae;Leontodon; 	Asteraceae;Hypochaeris	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WC08_00117 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Tilingia; 	Apiaceae;Seseli; 	Apiaceae;Ligusticum;
P001_WC09_00113 	Lamiaceae;Betonica; 	Lamiaceae;Colquhounia	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Orobanchaceae;Bartsia; 	Asteraceae;Cirsium;
P001_WC10_00004 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Seseli; 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum;
P001_WC11_00024 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P001_WC12_00128 	Cyperaceae;Carex; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD01_00117 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P001_WD01_00129 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Arctagrostis; 	Poaceae;Poa; 	Poaceae;Alopecurus;
P001_WD02_00116 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WD03_00021 	Poaceae;Calamagrostis; 	Poaceae;Dichelachne	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WD03_00034 	Poaceae;Calamagrostis; 	Poaceae;Dichelachne	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WD04_00133 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Harrimanella; 	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum; 	Ericaceae;Harrimanella;
P001_WD05_00029 	Poaceae;Avenella; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Avenella;
P001_WD05_00040 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Hyalopoa; 	Poaceae;Sesleria;
P001_WD06_00104 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD07_00098 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria;
P001_WD08_00015 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WD08_00226 	Caryophyllaceae;Cerastium; 	Boraginaceae;Plagiobothrys	Boraginaceae;Myosotis; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WD09_00082 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD10_00098 	Boraginaceae;Myosotis; 	Boraginaceae;Plagiobothrys	Caryophyllaceae;Cerastium; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WD11_00122 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Saxifragaceae;Saxifraga;
P001_WD11_00154 	Crassulaceae;Sedum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD11_00176 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum;
P001_WD12_00119 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
P001_WE01_00104 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Psammosilene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia;
P001_WE02_00088 	Cyperaceae;Kobresia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Crassulaceae;Sedum; 	Cyperaceae;Carex;
P001_WE03_00014 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WE04_00043 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE04_00140 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex; 	Juncaceae;Juncus; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE05_00111 	Ericaceae;Kalmia; 	Ericaceae;Rhododendron	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P001_WE06_00084 	Poaceae;Phleum; 	Poaceae;Phleum	Poaceae;Alopecurus; 	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Alopecurus;
P001_WE06_00097 	Poaceae;Phleum; 	Poaceae;Phleum	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Arctagrostis; 	Poaceae;Alopecurus;
P001_WE08_00011 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Scabiosa	Caprifoliaceae;Patrinia; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WE10_00033 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
P001_WE11_00116 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE11_00128 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE12_00253 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Betulaceae;Betula; 	Betulaceae;Betula;
P001_WE12_00256 	Cyperaceae;Carex; 	Poaceae;Puccinellia	Poaceae;Alopecurus; 	Cyperaceae;Carex; 	Asteraceae;Cirsium; 	Salicaceae;Salix;
P001_WE12_00272 	Cyperaceae;Carex; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE12_00347 	Cyperaceae;Carex; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WF01_00139 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WF01_00178 	Equisetaceae;Equisetum; 	Celastraceae;Parnassia	Celastraceae;Parnassia; 	Betulaceae;Betula; 	Betulaceae;Betula; 	Rosaceae;Dryas;
P001_WF01_00179 	Equisetaceae;Equisetum; 	Celastraceae;Parnassia	Celastraceae;Parnassia; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Rosaceae;Rubus;
P001_WF01_00196 	Equisetaceae;Equisetum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF02_00124 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF03_00111 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF04_00067 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria;
P001_WF05_00037 	Asteraceae;Antennaria; 	Asteraceae;Pseudognaphalium	Asteraceae;Antennaria; 	Asteraceae;Omalotheca; 	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria;
P001_WF06_00007 	Orobanchaceae;Euphrasia; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF06_00018 	Orobanchaceae;Euphrasia; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Poaceae;Festuca;
P001_WF06_00032 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia; 	Asteraceae;Cirsium;
P001_WF07_00111 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF07_00122 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Poaceae;Festuca;
P001_WF08_00011 	Orchidaceae;Coeloglossum; 	Orchidaceae;Dactylorhiza	Cyperaceae;Carex; 	Equisetaceae;Equisetum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WF09_00035 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WF10_00011 	Fabaceae;Anthyllis; 	Fabaceae;Lotus	Fabaceae;Hedysarum; 	Fabaceae;Hedysarum; 	Fabaceae;Oxytropis; 	Fabaceae;Trifolium;
P001_WF11_00101 	Apiaceae;Seseli; 	Apiaceae;Prangos	Apiaceae;Ligusticum; 	Apiaceae;Peucedanum; 	Apiaceae;Tilingia; 	Apiaceae;Carum;
P001_WF12_00097 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Cyperaceae;Carex;
P001_WG01_00014 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P001_WG01_00145 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG02_00039 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG02_00335 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P001_WG04_00083 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG05_00021 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WG06_00058 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WG07_00108 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WG08_00113 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Achillea; 	Asteraceae;Matricaria; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum;
P001_WG10_00035 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
P001_WG11_00103 	Liliaceae;Gagea; 	Liliaceae;Gagea	Liliaceae;Fritillaria; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG12_00070 	Poaceae;Catabrosella; 	Poaceae;Puccinellia	Poaceae;Hyalopoa; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Alopecurus;
P001_WG12_00082 	Poaceae;Catabrosella; 	Poaceae;Puccinellia	Poaceae;Catabrosella; 	Poaceae;Helictotrichon; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WH01_00129 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Equisetaceae;Equisetum; 	Betulaceae;Betula; 	Betulaceae;Betula; 	Geraniaceae;Geranium;
P001_WH01_00130 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Celastraceae;Parnassia; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Rosaceae;Rubus;
P001_WH02_00143 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH03_00008 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WH04_00106 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WH05_00110 	Plantaginaceae;Veronica; 	Plantaginaceae;Neopicrorhiza	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Fabaceae;Hedysarum;
P001_WH06_00177 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WH06_00188 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WH06_00190 	Poaceae;Trisetum; 	Asteraceae;Gymnanthemum	Asteraceae;Scorzonera; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WH07_00036 	Asteraceae;Scorzonera; 	Asteraceae;Cichorium	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WH08_00119 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Achillea; 	Asteraceae;Matricaria; 	Asteraceae;Leucanthemum;
P001_WH09_00011 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WH10_00109 	Hypericaceae;Hypericum; 	Heteromyidae;Dipodomys	Violaceae;Viola; 	Violaceae;Viola; 	Betulaceae;Betula; 	Betulaceae;Betula;
P001_WH11_00111 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Juncaceae;Luzula; 	Asteraceae;Aster;
P001_WH12_00167 	Asteraceae;Hieracium; 	Asteraceae;Cichorium	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Leontodon; 	Asteraceae;Leontodon;
P002_WA01_00026 	Poaceae;Hyalopoa; 	Poaceae;Puccinellia	Poaceae;Sesleria; 	Poaceae;Catabrosella; 	Poaceae;Helictotrichon; 	Poaceae;Festuca;
P002_WA01_00038 	Poaceae;Hyalopoa; 	Poaceae;Scolochloa	Poaceae;Sesleria; 	Poaceae;Deschampsia; 	Poaceae;Agrostis; 	Poaceae;Agrostis;
P002_WA02_00080 	Fabaceae;Trifolium; 	Fabaceae;Trifolium	Fabaceae;Trifolium; 	Fabaceae;Astragalus; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus;
P002_WA03_00083 	Poaceae;Festuca; 	Poaceae;Scolochloa	Poaceae;Festuca; 	Orobanchaceae;Euphrasia; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WA03_00094 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Asteraceae;Cirsium;
P002_WA04_00003 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Seseli; 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum;
P002_WA06_00003 	Apiaceae;Peucedanum; 	Apiaceae;Glehnia	Apiaceae;Seseli; 	Apiaceae;Ligusticum; 	Apiaceae;Tilingia; 	Apiaceae;Carum;
P002_WA07_00106 	Ericaceae;Harrimanella; 	Ericaceae;Rhododendron	Ericaceae;Phyllodoce; 	Ericaceae;Empetrum; 	Ericaceae;Pieris; 	Ericaceae;Harrimanella;
P002_WA08_00001 	Poaceae;Poa; 	Poaceae;Chasmanthium	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WA08_00013 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WA09_00120 	Rosaceae;Dryas; 	Rosaceae;Dryas	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas; 	Rosaceae;Spiraea;
P002_WA10_00121 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WA11_00006 	Poaceae;Calamagrostis; 	Poaceae;Dichelachne	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P002_WA11_00019 	Poaceae;Calamagrostis; 	Poaceae;Dichelachne	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WA12_00123 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WB01_00024 	Apiaceae;Chaerophyllum; 	Apiaceae;Ferula	Apiaceae;Tilingia; 	Apiaceae;Seseli; 	Apiaceae;Carum; 	Apiaceae;Ligusticum;
P002_WB02_00014 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P002_WB03_00088 	Caryophyllaceae;Arenaria; 	Caryophyllaceae;Psammosilene	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Minuartia;
P002_WB04_00115 	Poaceae;Helictotrichon; 	Poaceae;Helictochloa	Poaceae;Festuca; 	Cyperaceae;Carex; 	Poaceae;Catabrosella; 	Poaceae;Festuca;
P002_WB04_00128 	Poaceae;Helictotrichon; 	Poaceae;Helictochloa	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Sesleria; 	Poaceae;Hyalopoa;
