P001_WA02_00108 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia; 	Orobanchaceae;Pedicularis;
P001_WB10_00022 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Helictotrichon; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WB12_00070 	Asteraceae;Gnaphalium; 	Asteraceae;Pseudognaphalium	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WB12_00128 	Asteraceae;Gnaphalium; 	Poaceae;Deschampsia	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WC02_00007 	Poaceae;Deschampsia; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca;
P001_WC03_00058 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WC07_00040 	Asteraceae;Leontodon; 	Asteraceae;Cichorium	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WC08_00095 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Carum; 	Apiaceae;Carum;
P001_WC09_00090 	Lamiaceae;Betonica; 	Lamiaceae;Phlomoides	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WC10_00111 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Seseli; 	Apiaceae;Chaerophyllum; 	Apiaceae;Bupleurum;
P001_WC11_00004 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P001_WD01_00049 	Poaceae;Poa; 	Poaceae;Phleum	Poaceae;Poa; 	Poaceae;Phleum; 	Poaceae;Arctophila; 	Poaceae;Dupontia;
P001_WD02_00016 	Saxifragaceae;Saxifraga; 	Grossulariaceae;Ribes	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga;
P001_WD03_00002 	Poaceae;Calamagrostis; 	Poaceae;Chikusichloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Calamagrostis; 	Poaceae;Arctagrostis;
P001_WD03_00003 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WD03_00004 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WD04_00005 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P001_WD04_00006 	Ericaceae;Cassiope; 	Ericaceae;Vaccinium	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Trientalis;
P001_WD04_00007 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Saxifragaceae;Chrysosplenium; 	Primulaceae;Trientalis; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WD04_00008 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Pieris; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Primulaceae;Trientalis;
P001_WD05_00042 	Poaceae;Avenella; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca;
P001_WD05_00043 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Avenella; 	Poaceae;Arctagrostis; 	Poaceae;Alopecurus; 	Poaceae;Alopecurus;
P001_WD07_00093 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene;
P001_WD08_00026 	Caryophyllaceae;Cerastium; 	Boraginaceae;Plagiobothrys	Boraginaceae;Myosotis; 	Plantaginaceae;Pennellianthus; 	Lamiaceae;Betonica; 	Orobanchaceae;Pedicularis;
P001_WD08_00033 	Caryophyllaceae;Cerastium; 	Ehretiaceae;Ehretia	Boraginaceae;Myosotis; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P001_WD08_00161 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WD09_00064 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Primulaceae;Soldanella; 	Primulaceae;Soldanella;
P001_WD10_00005 	Boraginaceae;Myosotis; 	Boraginaceae;Plagiobothrys	Caryophyllaceae;Cerastium; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P001_WD11_00010 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Crassulaceae;Rhodiola; 	Saxifragaceae;Saxifraga;
P001_WD11_00103 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WD11_00223 	Crassulaceae;Sedum; 	Araliaceae;Panax	Apiaceae;Carum; 	Apiaceae;Carum; 	Apiaceae;Seseli; 	Apiaceae;Bupleurum;
P001_WD11_00297 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum;
P001_WD12_00098 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE01_00020 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Psammosilene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Sagina;
P001_WE03_00118 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Helleborus	Ranunculaceae;Ranunculus; 	Betulaceae;Betula; 	Betulaceae;Betula; 	Cyperaceae;Carex;
P001_WE04_00197 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Papaveraceae;Papaver;
P001_WE05_00079 	Ericaceae;Kalmia; 	Ericaceae;Rhododendron	Ericaceae;Phyllodoce; 	Ericaceae;Harrimanella; 	Ericaceae;Harrimanella; 	Ericaceae;Rhododendron;
P001_WE06_00023 	Poaceae;Phleum; 	Poaceae;Phleum	Poaceae;Poa; 	Poaceae;Poa; 	Poaceae;Arctophila; 	Poaceae;Dupontia;
P001_WE10_00005 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE11_00017 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE11_00131 	Poaceae;Festuca; 	Asteraceae;Parthenium	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WE12_00248 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga;
P001_WE12_00249 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Asteraceae;Hieracium; 	Asteraceae;Saussurea; 	Rosaceae;Sieversia; 	Asteraceae;Saussurea;
P001_WE12_00250 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WE12_00251 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Polygonaceae;Polygonum; 	Polygonaceae;Rumex;
P001_WE12_00263 	Cyperaceae;Carex; 	Poaceae;Phippsia	Poaceae;Hyalopoa; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE12_00264 	Cyperaceae;Carex; 	Poaceae;Holcus	Poaceae;Sesleria; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE12_00286 	Cyperaceae;Carex; 	Asteraceae;Taraxacum	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WF01_00025 	Equisetaceae;Equisetum; 	Ranunculaceae;Ranunculus	Equisetaceae;Equisetum; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WF01_00027 	Equisetaceae;Equisetum; 	Ranunculaceae;Ranunculus	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WF01_00035 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WF01_00235 	Equisetaceae;Equisetum; 	Ranunculaceae;Ranunculus	Equisetaceae;Equisetum; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WF03_00016 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF04_00095 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga; 	Ericaceae;Vaccinium; 	Ericaceae;Vaccinium;
P001_WF04_00096 	Caryophyllaceae;Silene; 	Caryophyllaceae;Agrostemma	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WF05_00009 	Asteraceae;Antennaria; 	Asteraceae;Pseudognaphalium	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Omalotheca; 	Asteraceae;Gnaphalium;
P001_WF06_00001 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia;
P001_WF06_00002 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WF06_00126 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Bartsia;
P001_WF06_00141 	Orobanchaceae;Euphrasia; 	Poaceae;Festuca	Poaceae;Festuca; 	Gentianaceae;Gentianella; 	Asteraceae;Cirsium; 	Poaceae;Festuca;
P001_WF07_00017 	Poaceae;Festuca; 	Poaceae;Festuca	Poaceae;Festuca; 	Gentianaceae;Gentianella; 	Asteraceae;Cirsium; 	Poaceae;Festuca;
P001_WF07_00018 	Poaceae;Festuca; 	Poaceae;Cynosurus	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Calamagrostis; 	Poaceae;Arctagrostis;
P001_WF08_00020 	Orchidaceae;Coeloglossum; 	Orchidaceae;Dactylorhiza	Tofieldiaceae;Tofieldia; 	Papaveraceae;Papaver; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WF09_00018 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Primulaceae;Soldanella; 	Primulaceae;Soldanella; 	Cyperaceae;Carex;
P001_WF10_00017 	Fabaceae;Anthyllis; 	Fabaceae;Lotus	Primulaceae;Trientalis; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Soldanella;
P001_WF11_00085 	Apiaceae;Seseli; 	Apiaceae;Levisticum	Apiaceae;Carum; 	Apiaceae;Carum; 	Apiaceae;Chaerophyllum; 	Apiaceae;Bupleurum;
P001_WF12_00110 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Cyperaceae;Carex; 	Geraniaceae;Geranium; 	Polygonaceae;Polygonum; 	Polygonaceae;Rumex;
P001_WF12_00111 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WF12_00113 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga;
P001_WF12_00114 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WF12_00115 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Betulaceae;Betula; 	Liliaceae;Fritillaria; 	Ranunculaceae;Pulsatilla;
P001_WF12_00116 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex; 	Rosaceae;Dryas;
P001_WF12_00117 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Rosaceae;Spiraea; 	Apiaceae;Carum; 	Apiaceae;Carum; 	Asteraceae;Taraxacum;
P001_WF12_00139 	Geraniaceae;Geranium; 	Poaceae;Holcus	Asteraceae;Leontodon; 	Liliaceae;Fritillaria; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WG01_00122 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus;
P001_WG02_00146 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus;
P001_WG05_00068 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Psammosilene	Caryophyllaceae;Sagina; 	Rosaceae;Spiraea; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P001_WG06_00109 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WG07_00044 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WG07_00099 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Orobanchaceae;Bartsia;
P001_WG07_00117 	Gentianaceae;Gentianella; 	Poaceae;Festuca	Poaceae;Festuca; 	Gentianaceae;Gentianella; 	Asteraceae;Cirsium; 	Poaceae;Festuca;
P001_WG08_00021 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Matricaria; 	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Leucanthemopsis;
P001_WG10_00005 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
P001_WG11_00006 	Liliaceae;Gagea; 	Liliaceae;Gagea	Asteraceae;Scorzonera; 	Asteraceae;Hieracium; 	Asteraceae;Petasites; 	Asteraceae;Hieracium;
P001_WG12_00120 	Poaceae;Catabrosella; 	Poaceae;Chikusichloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Calamagrostis; 	Poaceae;Arctagrostis;
P001_WG12_00121 	Poaceae;Catabrosella; 	Poaceae;Phippsia	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Cyperaceae;Carex; 	Poaceae;Festuca;
P001_WG12_00122 	Poaceae;Catabrosella; 	Poaceae;Sclerochloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Cyperaceae;Carex; 	Poaceae;Festuca;
P001_WG12_00123 	Poaceae;Catabrosella; 	Poaceae;Deschampsia	Poaceae;Catabrosella; 	Brassicaceae;Arabis; 	Poaceae;Avenella; 	Cyperaceae;Carex;
P001_WG12_00135 	Poaceae;Catabrosella; 	Poaceae;Deschampsia	Poaceae;Catabrosella; 	Brassicaceae;Arabis; 	Poaceae;Avenella; 	Cyperaceae;Carex;
P001_WG12_00136 	Poaceae;Catabrosella; 	Poaceae;Sclerochloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Cyperaceae;Carex; 	Poaceae;Festuca;
P001_WG12_00137 	Poaceae;Catabrosella; 	Poaceae;Phippsia	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Cyperaceae;Carex; 	Poaceae;Festuca;
P001_WG12_00138 	Poaceae;Catabrosella; 	Poaceae;Chikusichloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Calamagrostis; 	Poaceae;Arctagrostis;
P001_WG12_00141 	Poaceae;Catabrosella; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Hieracium;
P001_WH01_00109 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Ranunculaceae;Thalictrum; 	Cyperaceae;Carex; 	Ranunculaceae;Trollius; 	Gentianaceae;Gentiana;
P001_WH02_00111 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH04_00004 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WH05_00087 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Fabaceae;Hedysarum;
P001_WH06_00137 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WH06_00138 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis;
P001_WH06_00139 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Festuca; 	Poaceae;Sesleria; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WH06_00191 	Poaceae;Trisetum; 	Asteraceae;Taraxacum	Asteraceae;Scorzonera; 	Asteraceae;Hieracium; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WH07_00005 	Asteraceae;Scorzonera; 	Asteraceae;Gymnanthemum	Asteraceae;Hieracium; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WH08_00101 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Achillea; 	Asteraceae;Anthemis; 	Asteraceae;Matricaria; 	Asteraceae;Leucanthemopsis;
P001_WH09_00032 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WH10_00046 	Hypericaceae;Hypericum; 	Hypericaceae;Hypericum	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH10_00083 	Hypericaceae;Hypericum; 	Primulaceae;Primula	Hypericaceae;Hypericum; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Trientalis;
P001_WH10_00115 	Hypericaceae;Hypericum; 	Asteraceae;Linochilus	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Aster; 	Asteraceae;Erigeron;
P001_WH11_00034 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WH12_00005 	Asteraceae;Hieracium; 	Asteraceae;Cichorium	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum; 	Cyperaceae;Carex;
P002_WA01_00005 	Poaceae;Hyalopoa; 	Poaceae;Chikusichloa	Poaceae;Catabrosella; 	Poaceae;Hyalopoa; 	Poaceae;Calamagrostis; 	Poaceae;Arctagrostis;
P002_WA01_00006 	Poaceae;Hyalopoa; 	Poaceae;Phippsia	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WA01_00007 	Poaceae;Hyalopoa; 	Poaceae;Sclerochloa	Poaceae;Catabrosella; 	Poaceae;Catabrosella; 	Poaceae;Festuca; 	Poaceae;Festuca;
