P001_WA04_00025 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Violaceae;Viola;
P001_WB10_00003 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WB12_00131 	Asteraceae;Gnaphalium; 	Asteraceae;Pseudognaphalium	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Ophioglossaceae;Botrychium; 	Ophioglossaceae;Botrychium;
P001_WC02_00028 	Poaceae;Deschampsia; 	Poaceae;Avenella	Salicaceae;Salix; 	Poaceae;Deschampsia; 	Rubiaceae;Cruciata; 	Rubiaceae;Cruciata;
P001_WC03_00074 	Asteraceae;Erigeron; 	Asteraceae;Pityopsis	Juncaceae;Luzula; 	Asteraceae;Solidago; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WC03_00087 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Aster; 	Asteraceae;Matricaria; 	Asteraceae;Matricaria;
P001_WC06_00106 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Brassicaceae;Arabis; 	Brassicaceae;Arabis;
P001_WC06_00107 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WC07_00056 	Asteraceae;Leontodon; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Asteraceae;Hieracium; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WC08_00113 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Ranunculaceae;Ranunculus; 	Rosaceae;Dryas; 	Betulaceae;Betula; 	Betulaceae;Betula;
P001_WC11_00022 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum;
P001_WD01_00067 	Poaceae;Poa; 	Poaceae;Pseudoroegneria	Poaceae;Poa; 	Poaceae;Poa; 	Gentianaceae;Comastoma; 	Gentianaceae;Comastoma;
P001_WD02_00001 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Ranunculaceae;Pulsatilla; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P001_WD02_00002 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Mitella	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga; 	Poaceae;Bromus; 	Poaceae;Bromus;
P001_WD02_00118 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Asteraceae;Leontodon; 	Asteraceae;Leontodon;
P001_WD04_00051 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Bryanthus; 	Ericaceae;Cassiope; 	Poaceae;Nardus; 	Poaceae;Nardus;
P001_WD04_00096 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Ericaceae;Bryanthus; 	Ericaceae;Cassiope; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD04_00126 	Ericaceae;Cassiope; 	Ericaceae;Rhododendron	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Asteraceae;Gnaphalium; 	Asteraceae;Gnaphalium;
P001_WD05_00063 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WD07_00078 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Cerastium; 	Poaceae;Deschampsia; 	Poaceae;Deschampsia;
P001_WD08_00001 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Silene; 	Asteraceae;Erigeron; 	Asteraceae;Erigeron;
P001_WD08_00018 	Caryophyllaceae;Cerastium; 	Theaceae;Camellia	Asteraceae;Omalotheca; 	Apiaceae;Bupleurum; 	Cupressaceae;Juniperus; 	Cupressaceae;Juniperus;
P001_WD09_00047 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Ericaceae;Arctostaphylos; 	Ericaceae;Arctostaphylos;
P001_WD09_00048 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD11_00029 	Crassulaceae;Sedum; 	Crassulaceae;Phedimus	Crassulaceae;Sempervivum; 	Crassulaceae;Sedum; 	Asteraceae;Leontodon; 	Asteraceae;Leontodon;
P001_WD11_00248 	Crassulaceae;Sedum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Poaceae;Festuca; 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum;
P001_WE02_00063 	Cyperaceae;Kobresia; 	Ranunculaceae;Thalictrum	Crassulaceae;Sempervivum; 	Plantaginaceae;Pennellianthus; 	Lamiaceae;Betonica; 	Lamiaceae;Betonica;
P001_WE04_00029 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Saxifragaceae;Saxifraga; 	Crassulaceae;Sempervivum; 	Apiaceae;Carum; 	Apiaceae;Carum;
P001_WE04_00138 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Polygonaceae;Rumex; 	Polygonaceae;Rumex;
P001_WE06_00006 	Poaceae;Phleum; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE12_00196 	Cyperaceae;Carex; 	Poaceae;Festuca	Poaceae;Helictotrichon; 	Poaceae;Dupontia; 	Poaceae;Poa; 	Poaceae;Poa;
P001_WF01_00002 	Equisetaceae;Equisetum; 	Celastraceae;Parnassia	Violaceae;Viola; 	Brassicaceae;Arabis; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WF01_00046 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P001_WF01_00137 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Ericaceae;Cassiope; 	Ericaceae;Cassiope;
P001_WF05_00047 	Asteraceae;Antennaria; 	Asteraceae;Pseudognaphalium	Asteraceae;Antennaria; 	Asteraceae;Solidago; 	Poaceae;Avenella; 	Poaceae;Avenella;
P001_WF06_00134 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia; 	Crassulaceae;Sempervivum; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WF06_00151 	Orobanchaceae;Euphrasia; 	Poaceae;Castellia	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WF08_00032 	Orchidaceae;Coeloglossum; 	Orchidaceae;Platanthera	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF09_00001 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WF09_00002 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Boraginaceae;Myosotis; 	Boraginaceae;Myosotis;
P001_WF12_00147 	Geraniaceae;Geranium; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Crassulaceae;Sedum; 	Crassulaceae;Sedum;
P001_WG02_00343 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Crassulaceae;Sempervivum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WG06_00125 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia;
P001_WG07_00115 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Cyperaceae;Kobresia; 	Cyperaceae;Kobresia;
P001_WG08_00001 	Asteraceae;Anthemis; 	Asteraceae;Artemisia	Asteraceae;Solidago; 	Poaceae;Festuca; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus;
P001_WG08_00124 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Matricaria; 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia;
P001_WG10_00023 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Crassulaceae;Sedum; 	Poaceae;Festuca; 	Ericaceae;Kalmia; 	Ericaceae;Kalmia;
P001_WG12_00012 	Poaceae;Catabrosella; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Phleum; 	Poaceae;Phleum;
P001_WH02_00128 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Juncaceae;Luzula; 	Juncaceae;Luzula;
P001_WH02_00141 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Scabiosa;
P001_WH03_00011 	Cyperaceae;Eriophorum; 	Cyperaceae;Hypolytrum	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Psephellus; 	Asteraceae;Psephellus;
P001_WH03_00014 	Cyperaceae;Eriophorum; 	Cyperaceae;Hypolytrum	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WH04_00022 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WH04_00108 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Oresitrophe	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WH05_00107 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronicastrum	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WH06_00164 	Poaceae;Trisetum; 	Asteraceae;Sonchus	Apiaceae;Bupleurum; 	Brassicaceae;Arabis; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WH07_00025 	Asteraceae;Scorzonera; 	Asteraceae;Sonchus	Poaceae;Festuca; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WH08_00106 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Matricaria; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WH10_00062 	Hypericaceae;Hypericum; 	Primulaceae;Primula	Gentianaceae;Gentiana; 	Rosaceae;Dryas; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria;
P001_WH11_00101 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Poaceae;Festuca; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P002_WA01_00020 	Poaceae;Hyalopoa; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WA03_00096 	Poaceae;Festuca; 	Poaceae;Castellia	Poaceae;Festuca; 	Asteraceae;Cirsium; 	Orchidaceae;Coeloglossum; 	Orchidaceae;Coeloglossum;
P002_WA04_00123 	Apiaceae;Carum; 	Apiaceae;Pleurospermum	Apiaceae;Chaerophyllum; 	Rosaceae;Potentilla; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P002_WA08_00110 	Poaceae;Poa; 	Poaceae;Pseudoroegneria	Poaceae;Poa; 	Poaceae;Poa; 	Fabaceae;Anthyllis; 	Fabaceae;Anthyllis;
P002_WA09_00123 	Rosaceae;Dryas; 	Rosaceae;Dryas	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Apiaceae;Seseli; 	Apiaceae;Seseli;
P002_WA12_00110 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Geraniaceae;Geranium; 	Geraniaceae;Geranium;
P002_WA12_00125 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum;
P002_WB01_00001 	Apiaceae;Chaerophyllum; 	Apiaceae;Pleurospermum	Apiaceae;Carum; 	Rosaceae;Potentilla; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WB02_00022 	Primulaceae;Primula; 	Primulaceae;Primula	Gentianaceae;Gentiana; 	Primulaceae;Soldanella; 	Selaginellaceae;Selaginella; 	Selaginellaceae;Selaginella;
P002_WB04_00113 	Poaceae;Helictotrichon; 	Poaceae;Holcus	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P002_WB06_00054 	Rosaceae;Potentilla; 	Rosaceae;Rosa	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Viscaria;
P002_WB06_00097 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WB07_00116 	Ericaceae;Bryanthus; 	Ericaceae;Rhododendron	Ericaceae;Cassiope; 	Ericaceae;Cassiope; 	Gentianaceae;Gentianella; 	Gentianaceae;Gentianella;
P002_WB08_00080 	Poaceae;Poa; 	Poaceae;Pseudoroegneria	Poaceae;Poa; 	Poaceae;Poa; 	Asteraceae;Anthemis; 	Asteraceae;Anthemis;
P002_WB09_00003 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P002_WB10_00001 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Silene; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P002_WB11_00061 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Liliaceae;Gagea; 	Liliaceae;Gagea;
P002_WB12_00122 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Mitella	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Saxifraga; 	Poaceae;Catabrosella; 	Poaceae;Catabrosella;
P002_WC01_00047 	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Celastraceae;Parnassia; 	Celastraceae;Parnassia;
P002_WC01_00059 	Rosaceae;Potentilla; 	Rosaceae;Rosa	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WC01_00169 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P002_WC04_00105 	Asteraceae;Aster; 	Asteraceae;Aster	Asteraceae;Solidago; 	Asteraceae;Antennaria; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WC10_00073 	Polygonaceae;Persicaria; 	Polygonaceae;Bistorta	Polygonaceae;Bistorta; 	Polygonaceae;Bistorta; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P002_WC11_00001 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Silene	Ranunculaceae;Ranunculus; 	Polygonaceae;Bistorta; 	Poaceae;Trisetum; 	Poaceae;Trisetum;
P002_WC11_00002 	Caryophyllaceae;Minuartia; 	Gisekiaceae;Gisekia	Caryophyllaceae;Silene; 	Caryophyllaceae;Minuartia; 	Asteraceae;Scorzonera; 	Asteraceae;Scorzonera;
P002_WC12_00120 	Cyperaceae;Eriophorum; 	Cyperaceae;Hypolytrum	Asteraceae;Antennaria; 	Cyperaceae;Eriophorum; 	Asteraceae;Anthemis; 	Asteraceae;Anthemis;
P002_WC12_00123 	Cyperaceae;Eriophorum; 	Cyperaceae;Hypolytrum	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Primulaceae;Primula; 	Primulaceae;Primula;
P002_WD01_00102 	Orobanchaceae;Pedicularis; 	Rosaceae;Rosa	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Hypericaceae;Hypericum; 	Hypericaceae;Hypericum;
P002_WD01_00139 	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis; 	Rosaceae;Potentilla; 	Asteraceae;Erigeron; 	Asteraceae;Erigeron;
P002_WD01_00225 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P002_WD02_00116 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Salicaceae;Salix; 	Poaceae;Hyalopoa; 	Poaceae;Hyalopoa;
P002_WD02_00117 	Violaceae;Viola; 	Violaceae;Viola	Violaceae;Viola; 	Brassicaceae;Arabis; 	Fabaceae;Trifolium; 	Fabaceae;Trifolium;
P002_WD04_00101 	Rosaceae;Potentilla; 	Rosaceae;Rosa	Rosaceae;Potentilla; 	Rosaceae;Potentilla; 	Poaceae;Festuca; 	Poaceae;Festuca;
P002_WD04_00102 	Rosaceae;Potentilla; 	Rosaceae;Potentilla	Rosaceae;Potentilla; 	Orobanchaceae;Pedicularis; 	Apiaceae;Carum; 	Apiaceae;Carum;
P002_WD05_00115 	Plantaginaceae;Pennellianthus; 	Paulowniaceae;Paulownia	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P002_WD07_00086 	Asteraceae;Saussurea; 	Asteraceae;Saussurea	Asteraceae;Saussurea; 	Asteraceae;Erigeron; 	Apiaceae;Peucedanum; 	Apiaceae;Peucedanum;
P002_WD10_00012 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Ericaceae;Harrimanella; 	Ericaceae;Harrimanella;
P002_WD11_00117 	Poaceae;Hierochloe; 	Poaceae;Agrostis	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WD12_00020 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Rosaceae;Dryas; 	Rosaceae;Dryas;
P002_WD12_00021 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P002_WE02_00022 	Plantaginaceae;Plantago; 	Plantaginaceae;Plantago	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis;
P002_WE04_00029 	Ranunculaceae;Anemone; 	Ranunculaceae;Anemone	Ranunculaceae;Anemone; 	Ranunculaceae;Pulsatilla; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P002_WE07_00112 	Rosaceae;Spiraea; 	Rosaceae;Rhaphiolepis	Rosaceae;Dryas; 	Rosaceae;Potentilla; 	Apiaceae;Chaerophyllum; 	Apiaceae;Chaerophyllum;
P002_WE07_00113 	Rosaceae;Spiraea; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Primulaceae;Primula; 	Primulaceae;Primula;
P002_WE07_00221 	Rosaceae;Spiraea; 	Rosaceae;Spiraea	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Caryophyllaceae;Arenaria; 	Caryophyllaceae;Arenaria;
P002_WE08_00003 	Poaceae;Alopecurus; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Helictotrichon; 	Poaceae;Helictotrichon;
P002_WE09_00114 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WE09_00128 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Betulaceae;Betula; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WE11_00049 	Poaceae;Alopecurus; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Ericaceae;Bryanthus; 	Ericaceae;Bryanthus;
P002_WE12_00003 	Poaceae;Arctophila; 	Poaceae;Bergbambos	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Poa; 	Poaceae;Poa;
P002_WF01_00206 	Poaceae;Calamagrostis; 	Asteraceae;Ligularia	Asteraceae;Solidago; 	Poaceae;Festuca; 	Salicaceae;Salix; 	Salicaceae;Salix;
P002_WF02_00022 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronicastrum	Fabaceae;Hedysarum; 	Plantaginaceae;Veronica; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Stellaria;
P002_WF04_00016 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P002_WF04_00017 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis	Plantaginaceae;Pennellianthus; 	Rosaceae;Dryas; 	Saxifragaceae;Chrysosplenium; 	Saxifragaceae;Chrysosplenium;
P002_WF06_00017 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Bryanthus; 	Ericaceae;Phyllodoce; 	Rosaceae;Potentilla; 	Rosaceae;Potentilla;
P002_WF06_00120 	Ericaceae;Phyllodoce; 	Ericaceae;Rhododendron	Ericaceae;Phyllodoce; 	Ericaceae;Bryanthus; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P002_WF07_00051 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
