P001_WB01_00255 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus
P003_WD12_00161 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WD12_00174 	Plantaginaceae;Veronica	Plantaginaceae;Veronicastrum	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica
P003_WE02_00120 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00215 	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Gnaphalium
P003_WE12_00044 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis
P003_WE12_00139 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Silene	Caryophyllaceae;Viscaria	Caryophyllaceae;Minuartia
P003_WF01_00013 	Onagraceae;Epilobium	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF01_00126 	Onagraceae;Epilobium	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P003_WF01_00313 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF11_00167 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Silene	Caryophyllaceae;Viscaria	Caryophyllaceae;Minuartia
P003_WF11_00188 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis
P003_WG02_00212 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Anemone	Ranunculaceae;Pulsatilla
P003_WG02_00309 	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG02_00396 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P003_WG08_00009 	Brassicaceae;Draba	Saxifragaceae;Bergenia	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Betulaceae;Betula
P003_WG08_00103 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Brassicaceae;Draba	Asteraceae;Taraxacum
P003_WG11_00115 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Saussurea	Asteraceae;Saussurea	Poaceae;Calamagrostis
P003_WG11_00288 	Asteraceae;Cirsium	Cyperaceae;Carex	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00405 	Asteraceae;Cirsium	Plantaginaceae;Veronicastrum	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica
P003_WH01_00120 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WH01_00121 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P003_WH04_00015 	Cyperaceae;Carex	Papaveraceae;Corydalis	Ranunculaceae;Trollius	Ranunculaceae;Pulsatilla	Brassicaceae;Draba	Papaveraceae;Papaver
P003_WH04_00125 	Cyperaceae;Carex	Eupteleaceae;Euptelea	Ranunculaceae;Pulsatilla	Asteraceae;Hieracium	Asteraceae;Hieracium	Ranunculaceae;Aconitum
WA04_00116 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Andromeda	Ericaceae;Harrimanella	Ericaceae;Arctous
WA04_00117 	Ericaceae;Pyrola	Nyssaceae;Camptotheca	Ericaceae;Pyrola	Ericaceae;Arctous	Asteraceae;Senecio	Asteraceae;Solidago
WA05_00053 	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula	Campanulaceae;Campanula	Campanulaceae;Campanula	Campanulaceae;Campanula	Asteraceae;Solidago
WA05_00054 	Lentibulariaceae;Pinguicula	Lentibulariaceae;Pinguicula	Orobanchaceae;Bartsia	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
WC03_00019 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Vaccinium
WC03_00042 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Vaccinium
