P001_WA07_00037 	Asteraceae;Omalotheca	Rubiaceae;Galium	Rubiaceae;Cruciata	Rubiaceae;Galium	Rubiaceae;Galium	Apiaceae;Bupleurum
P001_WG03_00481 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex
P002_WA04_00019 	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Ligusticum	Apiaceae;Seseli	Apiaceae;Chaerophyllum
P002_WA04_00102 	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Chaerophyllum
P002_WA10_00128 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WA10_00129 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WA10_00130 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WC01_00079 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00194 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WC07_00009 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P002_WC07_00046 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WD01_00004 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00192 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WE07_00003 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P002_WE07_00219 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Minuartia	Caryophyllaceae;Stellaria
P002_WF01_00088 	Poaceae;Calamagrostis	Asteraceae;Cirsium	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF01_00162 	Poaceae;Calamagrostis	Poaceae;Dichelachne	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis
P002_WF05_00004 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WF05_00130 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WF05_00131 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WG02_00092 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica
P002_WG02_00219 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Oxytropis	Fabaceae;Oxytropis	Fabaceae;Astragalus
P002_WG12_00025 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Rhododendron
P002_WG12_00137 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Harrimanella
P002_WH02_00001 	Crassulaceae;Sempervivum	Ranunculaceae;Anemone	Crassulaceae;Sempervivum	Ranunculaceae;Anemone	Ranunculaceae;Anemone	Cyperaceae;Carex
P002_WH02_00137 	Crassulaceae;Sempervivum	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Crassulaceae;Sedum	Crassulaceae;Rhodiola	Saxifragaceae;Saxifraga
P002_WH08_00067 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WH08_00070 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella
P002_WH09_00104 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WH09_00123 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P002_WH09_00124 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WA10_00016 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WA10_00097 	Gentianaceae;Gentiana	Primulaceae;Bryocarpum	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Primula	Primulaceae;Primula
P003_WB07_00034 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Rhododendron
P003_WB07_00145 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Harrimanella
P003_WB08_00069 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WB08_00118 	Asteraceae;Antennaria	Asteraceae;Leontopodium	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Gnaphalium
P003_WC02_00070 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WC02_00094 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WC02_00095 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Harrimanella	Ericaceae;Vaccinium
P003_WD01_00031 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WD01_00032 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WD01_00033 	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P003_WD12_00007 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WD12_00227 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Centaurea	Poaceae;Calamagrostis	Asteraceae;Saussurea
P003_WE02_00057 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00205 	Poaceae;Festuca	Asteraceae;Leontopodium	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Gnaphalium
P003_WE12_00094 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Silene	Caryophyllaceae;Arenaria	Caryophyllaceae;Minuartia
P003_WE12_00117 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF01_00053 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00230 	Onagraceae;Epilobium	Onagraceae;Epilobium	Rosaceae;Spiraea	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas
P003_WF01_00355 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF11_00112 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Brassicaceae;Arabis	Ranunculaceae;Ranunculus
P003_WF11_00150 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Silene	Caryophyllaceae;Arenaria	Caryophyllaceae;Minuartia
P003_WG02_00021 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Ranunculaceae;Trollius
P003_WG02_00062 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P003_WG02_00124 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG08_00114 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Brassicaceae;Arabis
P003_WG08_00236 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG11_00100 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00229 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Fabaceae;Hedysarum
P003_WG11_00295 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Centaurea	Poaceae;Calamagrostis	Asteraceae;Saussurea
P003_WG11_00385 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WH11_00102 	Asteraceae;Aster	Cyperaceae;Hypolytrum	Juncaceae;Juncus	Asteraceae;Antennaria	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WH11_00113 	Asteraceae;Aster	Asteraceae;Baccharis	Juncaceae;Luzula	Asteraceae;Aster	Asteraceae;Erigeron	Asteraceae;Solidago
P004_WB02_00060 	Ericaceae;Pieris	Ericaceae;Vaccinium	Ericaceae;Pieris	Ericaceae;Andromeda	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P004_WB02_00061 	Ericaceae;Pieris	Ericaceae;Vaccinium	Ericaceae;Harrimanella	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P004_WB02_00064 	Ericaceae;Pieris	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Andromeda
P8807_501_00015 	Ericaceae;Andromeda	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Pieris
P8807_501_00105 	Ericaceae;Andromeda	Ericaceae;Agapetes	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P8807_517_00009 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Rhododendron
P8807_517_00100 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Harrimanella
P8807_521_00097 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P8807_521_00117 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium
WA11_00007 	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria
WA11_00008 	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Crassulaceae;Sedum	Cyperaceae;Carex	Cyperaceae;Carex
WC06_00037 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Rhododendron
WC06_00076 	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Vaccinium	Ericaceae;Harrimanella
