P001_WB01_00147 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Hyalopoa	Poaceae;Calamagrostis
P001_WE12_00301 	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Taraxacum
P001_WF06_00120 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Salicaceae;Salix	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia
P001_WF06_00236 	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WG02_00158 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00245 	Cyperaceae;Carex	Ranunculaceae;Paraquilegia	Cyperaceae;Carex	Ranunculaceae;Anemone	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WG02_00281 	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00008 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00265 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Onagraceae;Epilobium	Cyperaceae;Carex	Rosaceae;Dryas
P001_WG03_00368 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WH06_00127 	Poaceae;Trisetum	Poaceae;Koeleria	Poaceae;Hierochloe	Poaceae;Calamagrostis	Poaceae;Hierochloe	Poaceae;Calamagrostis
P001_WH06_00200 	Poaceae;Trisetum	Asteraceae;Taraxacum	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Hieracium	Asteraceae;Taraxacum
P002_WC01_00082 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00196 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WD01_00007 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00194 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WE07_00006 	Rosaceae;Spiraea	Rosaceae;Sibiraea	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P002_WE07_00217 	Rosaceae;Spiraea	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Silene
P002_WF01_00086 	Poaceae;Calamagrostis	Asteraceae;Cirsium	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF01_00165 	Poaceae;Calamagrostis	Poaceae;Gastridium	Poaceae;Hierochloe	Poaceae;Calamagrostis	Poaceae;Hierochloe	Poaceae;Calamagrostis
P002_WG02_00090 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P002_WG02_00217 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Astragalus	Fabaceae;Oxytropis	Fabaceae;Trifolium
P002_WH02_00078 	Crassulaceae;Sempervivum	Ranunculaceae;Clematis	Ranunculaceae;Pulsatilla	Crassulaceae;Sempervivum	Ranunculaceae;Anemone	Ranunculaceae;Trollius
P002_WH02_00135 	Crassulaceae;Sempervivum	Crassulaceae;Sempervivum	Crassulaceae;Rhodiola	Crassulaceae;Sedum	Crassulaceae;Sedum	Asteraceae;Taraxacum
P002_WH08_00065 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P002_WH08_00073 	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WA10_00020 	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana	Gentianaceae;Gentiana
P003_WA10_00166 	Gentianaceae;Gentiana	Primulaceae;Primula	Primulaceae;Soldanella	Primulaceae;Soldanella	Primulaceae;Trientalis	Primulaceae;Primula
P003_WB08_00071 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum
P003_WB08_00116 	Asteraceae;Antennaria	Asteraceae;Galinsoga	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Taraxacum
P003_WC07_00048 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
P003_WC07_00122 	Juncaceae;Luzula	Brassicaceae;Cochlearia	Brassicaceae;Cochlearia	Brassicaceae;Cardamine	Brassicaceae;Cardamine	Brassicaceae;Cardamine
P003_WC12_00008 	Juncaceae;Luzula	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
P003_WC12_00130 	Juncaceae;Luzula	Asteraceae;Linochilus	Asteraceae;Aster	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Saussurea
P003_WD12_00009 	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Fabaceae;Hedysarum
P003_WD12_00225 	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Leontodon	Asteraceae;Senecio	Asteraceae;Anthemis
P003_WE02_00059 	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P003_WE02_00203 	Poaceae;Festuca	Asteraceae;Galinsoga	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Taraxacum
P003_WE11_00151 	Cyperaceae;Carex	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
P003_WE11_00230 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WE12_00092 	Caryophyllaceae;Dianthus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Minuartia	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia
P003_WE12_00112 	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P003_WF01_00055 	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P003_WF01_00228 	Onagraceae;Epilobium	Onagraceae;Epilobium	Asteraceae;Leucanthemum	Asteraceae;Saussurea	Asteraceae;Aster	Asteraceae;Antennaria
P003_WF01_00353 	Onagraceae;Epilobium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WF11_00107 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P003_WF11_00155 	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Caryophyllaceae;Minuartia	Caryophyllaceae;Silene	Caryophyllaceae;Minuartia
P003_WG02_00060 	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Dryas	Rosaceae;Dryas	Rosaceae;Dryas	Rosaceae;Rubus
P003_WG02_00126 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG02_00198 	Cyperaceae;Carex	Ranunculaceae;Aconitum	Cyperaceae;Carex	Ranunculaceae;Anemone	Crassulaceae;Sempervivum	Ranunculaceae;Trollius
P003_WG08_00116 	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Brassicaceae;Draba	Papaveraceae;Papaver	Brassicaceae;Cardamine
P003_WG08_00234 	Brassicaceae;Draba	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga
P003_WG11_00093 	Asteraceae;Cirsium	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Asteraceae;Cirsium	Poaceae;Festuca
P003_WG11_00098 	Asteraceae;Cirsium	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P003_WG11_00231 	Asteraceae;Cirsium	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium	Fabaceae;Hedysarum
P003_WG11_00297 	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Cirsium	Asteraceae;Leontodon	Asteraceae;Senecio	Asteraceae;Anthemis
P003_WH11_00002 	Asteraceae;Aster	Juncaceae;Juncus	Juncaceae;Luzula	Cyperaceae;Carex	Asteraceae;Aster	Juncaceae;Luzula
P003_WH11_00115 	Asteraceae;Aster	Asteraceae;Linochilus	Asteraceae;Aster	Poaceae;Festuca	Asteraceae;Antennaria	Asteraceae;Saussurea
WC02_00002 	Ericaceae;Arctous	Ericaceae;Arbutus	Ericaceae;Arctous	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
WC02_00026 	Ericaceae;Arctous	Ericaceae;Arbutus	Ericaceae;Cassiope	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola
